# MT65536/ufb101a054_02Abs1.zss [1-1]
# MT65536/ufb101a054_02Abs1.zss [5-5]
# MT65536/ufb101a054_02Abs1.zss [6-6]
# MT65536/ufb101a054_02Abs1.zss [8-8]
# MT08192/ufb101a054_03B.zss [3-3]
# MT08192/ufb101a054_03B.zss [4-4]
# MT08192/ufb101a054_03B.zss [5-5]
# MT08192/ufb101a054_03B.zss [6-6]
# MT08192/ufb101a054_03B.zss [7-7]
# MT08192/ufb101a054_03B.zss [8-8]
# MT08192/ufb101a054_03B.zss [9-9]
# MT08192/ufb101a054_03B.zss [10-10]
# MT08192/ufb101a054_03B.zss [11-11]
# MT08192/ufb101a054_03B.zss [12-12]
# MT08192/ufb101a054_03B.zss [13-13]
# MT08192/ufb101a054_03B.zss [14-14]
# MT08192/ufb101a054_03B.zss [15-15]
# MT00256/ufb101a054_02C.zss [4-4]
# MT00256/ufb101a054_02C.zss [5-5]
# MT00256/ufb101a054_02C.zss [6-6]
# MT00256/ufb101a054_02C.zss [7-7]
# MT00256/ufb101a054_02C.zss [8-8]
# MT00256/ufb101a054_02C.zss [9-9]
# MT00256/ufb101a054_02C.zss [10-10]
# MT00256/ufb101a054_02C.zss [11-11]
# MT00256/ufb101a054_02C.zss [12-12]
# MT00256/ufb101a054_02C.zss [13-13]
# MT00256/ufb101a054_02C.zss [14-14]
# MT00256/ufb101a054_02C.zss [15-15]
# MT00256/ufb101a054_02C.zss [16-16]
# MT00256/ufb101a054_02C.zss [17-17]
# MT00256/ufb101a054_02C.zss [18-18]
# MT00256/ufb101a054_02C.zss [19-19]
# MT00256/ufb101a054_02C.zss [20-20]
# MT00256/ufb101a054_02C.zss [21-21]
# MT00256/ufb101a054_02C.zss [22-22]
# MT00256/ufb101a054_02C.zss [23-23]
# MT00256/ufb101a054_02C.zss [24-24]
# MT00128/ufb101a054_02D.zss [15-15]
# MT00128/ufb101a054_02D.zss [16-16]
# MT00128/ufb101a054_02D.zss [17-17]
>STATION   =ufb101a
>AZIMUTH   =    -23.0000
>LATITUDE  =   -10.74648
>LONGITUDE =   -38.51809
>ELEVATION =    258.0000
ufb101a -23.0
ZXX SI units (ohms)
41
    1.1161e-04   -1.6234e-01   -1.4110e-01    1.3039e-02   1
    4.4643e-04    9.1814e-02   -6.8508e-02    1.6796e-02   1
    6.2500e-04    3.9210e-02   -4.9479e-02    2.4165e-02   1
    1.2500e-03    2.2314e-02    7.9837e-03    3.1706e-02   1
    2.2321e-03    2.5473e-03    3.4410e-03    1.7497e-03   1
    3.1250e-03    2.7386e-03    7.3517e-03    1.1221e-03   1
    4.4643e-03    2.4175e-03    3.6730e-03    1.6492e-03   1
    6.2500e-03    4.2925e-03    1.3461e-03    9.9748e-04   1
    8.9286e-03    4.0128e-03    2.2876e-03    7.3998e-04   1
    1.2500e-02    1.4794e-03    6.2358e-04    4.2977e-04   1
    1.7857e-02    3.5138e-03    2.7600e-03    6.4326e-04   1
    2.5000e-02    2.6748e-03    1.3782e-03    3.5789e-04   1
    3.5714e-02    2.1316e-03    1.7472e-03    4.5960e-04   1
    5.0000e-02    2.6442e-03    7.2654e-04    3.8645e-04   1
    7.1429e-02    3.3770e-03    8.0000e-04    6.0139e-04   1
    1.0000e-01    3.6055e-03    1.6852e-03    1.0368e-03   1
    1.4286e-01    6.0125e-03    3.4517e-03    1.8772e-03   1
    2.0000e-01    6.9750e-04    3.2367e-03    2.8420e-04   1
    2.8571e-01   -1.1387e-03    2.7098e-03    3.5087e-04   1
    4.0000e-01   -2.0738e-03    2.0545e-03    3.1767e-04   1
    5.7143e-01   -1.0342e-03    1.6016e-03    3.2229e-04   1
    8.0000e-01    2.2097e-04    1.4568e-03    2.5251e-04   1
    1.1429e+00    7.6001e-04    7.1229e-04    3.0785e-04   1
    1.6000e+00    4.1916e-05    6.0120e-04    2.3199e-04   1
    2.2857e+00   -7.3068e-05    5.9810e-04    3.2659e-04   1
    3.2000e+00    4.9250e-04    4.4921e-04    2.5885e-04   1
    4.5714e+00   -4.1103e-04    2.3556e-04    4.5581e-04   1
    6.4000e+00    1.3573e-04    6.8714e-04    2.4219e-04   1
    9.1429e+00   -5.2948e-05    3.8120e-04    1.5743e-04   1
    1.2800e+01   -2.2369e-05    3.2043e-04    6.9080e-05   1
    1.8286e+01   -1.1425e-04    2.9151e-04    4.1331e-05   1
    2.5600e+01   -1.4533e-04    2.3711e-04    1.6882e-05   1
    3.6571e+01   -2.1803e-04    1.3547e-04    1.5736e-05   1
    5.1200e+01   -2.1806e-04    1.0045e-04    8.9687e-06   1
    7.3143e+01   -2.3454e-04    5.4458e-05    1.1126e-05   1
    1.0240e+02   -2.0457e-04   -3.1545e-06    2.3612e-05   1
    1.4629e+02   -1.7132e-04   -4.5218e-06    3.3780e-05   1
    2.0480e+02   -1.1331e-04   -1.1137e-04    3.7798e-05   1
    2.9257e+02   -1.2561e-04   -1.0651e-04    1.8244e-05   1
    4.0960e+02   -5.7949e-05   -1.2071e-04    1.4743e-05   1
    5.8514e+02   -1.9653e-05   -1.2837e-04    2.9621e-05   1
ZXY SI units (ohms)
41
    1.1161e-04    7.3127e-01    7.1604e-01    1.0647e-02   1
    4.4643e-04    3.9206e-01    3.7918e-01    1.7314e-02   1
    6.2500e-04    3.2034e-01    3.2822e-01    2.2246e-02   1
    1.2500e-03    3.3228e-01    3.4159e-01    1.8435e-02   1
    2.2321e-03    2.3034e-01    2.4864e-01    4.6966e-04   1
    3.1250e-03    1.9384e-01    2.0339e-01    3.5882e-04   1
    4.4643e-03    1.6285e-01    1.6628e-01    4.3086e-04   1
    6.2500e-03    1.4169e-01    1.3596e-01    3.5237e-04   1
    8.9286e-03    1.2108e-01    1.0865e-01    3.7405e-04   1
    1.2500e-02    1.0824e-01    8.8719e-02    2.7406e-04   1
    1.7857e-02    9.5553e-02    6.8889e-02    5.4121e-04   1
    2.5000e-02    8.8340e-02    6.1744e-02    3.6858e-04   1
    3.5714e-02    7.9533e-02    5.2833e-02    4.4959e-04   1
    5.0000e-02    7.1946e-02    4.6298e-02    5.1697e-04   1
    7.1429e-02    6.4112e-02    4.0754e-02    8.8549e-04   1
    1.0000e-01    5.3389e-02    3.5848e-02    1.3711e-03   1
    1.4286e-01    4.1561e-02    3.1950e-02    1.9140e-03   1
    2.0000e-01    3.4387e-02    3.1368e-02    2.8757e-04   1
    2.8571e-01    2.8811e-02    3.0202e-02    3.5704e-04   1
    4.0000e-01    2.1421e-02    2.8259e-02    3.1718e-04   1
    5.7143e-01    1.4199e-02    2.4796e-02    3.0800e-04   1
    8.0000e-01    8.9440e-03    2.0430e-02    2.1457e-04   1
    1.1429e+00    6.2947e-03    1.5868e-02    2.6658e-04   1
    1.6000e+00    4.0180e-03    1.1671e-02    2.3789e-04   1
    2.2857e+00    2.5549e-03    8.6014e-03    3.0240e-04   1
    3.2000e+00    1.6766e-03    5.9705e-03    1.7921e-04   1
    4.5714e+00    1.3871e-03    4.5104e-03    2.5840e-04   1
    6.4000e+00    9.5527e-04    3.2051e-03    2.1620e-04   1
    9.1429e+00    8.5998e-04    2.3479e-03    1.8173e-04   1
    1.2800e+01    7.3224e-04    1.8855e-03    8.8751e-05   1
    1.8286e+01    6.5743e-04    1.4169e-03    5.9321e-05   1
    2.5600e+01    6.1917e-04    1.0833e-03    3.8184e-05   1
    3.6571e+01    5.8564e-04    8.9490e-04    3.2257e-05   1
    5.1200e+01    5.2241e-04    7.0981e-04    2.7690e-05   1
    7.3143e+01    3.9989e-04    6.0851e-04    2.6776e-05   1
    1.0240e+02    3.7184e-04    4.6234e-04    2.9790e-05   1
    1.4629e+02    3.2144e-04    3.6288e-04    3.7276e-05   1
    2.0480e+02    2.3735e-04    2.3882e-04    3.3937e-05   1
    2.9257e+02    2.6094e-04    2.2652e-04    2.1025e-05   1
    4.0960e+02    1.9318e-04    1.7711e-04    1.7706e-05   1
    5.8514e+02    1.2036e-04    1.4586e-04    3.7512e-05   1
ZYX SI units (ohms)
41
    1.1161e-04   -7.4027e-01   -7.9658e-01    1.1514e-02   1
    4.4643e-04   -4.8171e-01   -4.9950e-01    1.5282e-02   1
    6.2500e-04   -4.2506e-01   -4.5948e-01    2.1117e-02   1
    1.2500e-03   -3.1995e-01   -3.0580e-01    2.5857e-02   1
    2.2321e-03   -2.2474e-01   -2.4277e-01    7.0852e-04   1
    3.1250e-03   -1.9122e-01   -1.9744e-01    3.7387e-04   1
    4.4643e-03   -1.6481e-01   -1.6402e-01    5.2539e-04   1
    6.2500e-03   -1.4137e-01   -1.3315e-01    3.1838e-04   1
    8.9286e-03   -1.2387e-01   -1.0835e-01    2.8239e-04   1
    1.2500e-02   -1.1238e-01   -8.8721e-02    2.8680e-04   1
    1.7857e-02   -9.8709e-02   -6.9694e-02    4.4278e-04   1
    2.5000e-02   -8.9517e-02   -6.1501e-02    2.5498e-04   1
    3.5714e-02   -7.9977e-02   -5.2766e-02    2.9222e-04   1
    5.0000e-02   -7.2091e-02   -4.6245e-02    2.4602e-04   1
    7.1429e-02   -6.5801e-02   -4.1414e-02    3.6010e-04   1
    1.0000e-01   -5.8275e-02   -3.7170e-02    6.2337e-04   1
    1.4286e-01   -5.0216e-02   -3.4103e-02    1.0559e-03   1
    2.0000e-01   -3.7426e-02   -3.1588e-02    1.4886e-04   1
    2.8571e-01   -3.2661e-02   -3.1315e-02    1.7579e-04   1
    4.0000e-01   -2.4919e-02   -2.9669e-02    1.5111e-04   1
    5.7143e-01   -1.7594e-02   -2.6486e-02    1.5591e-04   1
    8.0000e-01   -1.0905e-02   -2.1618e-02    1.2397e-04   1
    1.1429e+00   -6.5952e-03   -1.6733e-02    1.5651e-04   1
    1.6000e+00   -4.5443e-03   -1.3129e-02    1.3078e-04   1
    2.2857e+00   -2.6378e-03   -8.7398e-03    2.0692e-04   1
    3.2000e+00   -1.6966e-03   -6.3504e-03    2.1117e-04   1
    4.5714e+00   -1.0139e-03   -4.9287e-03    3.9980e-04   1
    6.4000e+00   -9.7905e-04   -3.3664e-03    2.3034e-04   1
    9.1429e+00   -7.2028e-04   -3.0706e-03    1.6725e-04   1
    1.2800e+01   -7.7479e-04   -2.1068e-03    6.9758e-05   1
    1.8286e+01   -7.2786e-04   -1.6947e-03    3.9785e-05   1
    2.5600e+01   -6.5116e-04   -1.1925e-03    1.7095e-05   1
    3.6571e+01   -6.0820e-04   -9.3171e-04    1.6769e-05   1
    5.1200e+01   -5.3412e-04   -7.4705e-04    8.8381e-06   1
    7.3143e+01   -4.6697e-04   -6.3380e-04    1.1357e-05   1
    1.0240e+02   -4.1332e-04   -5.3537e-04    2.2142e-05   1
    1.4629e+02   -3.1231e-04   -4.5283e-04    2.9851e-05   1
    2.0480e+02   -2.0618e-04   -3.5355e-04    3.4144e-05   1
    2.9257e+02   -1.7354e-04   -3.0546e-04    1.3921e-05   1
    4.0960e+02   -1.0668e-04   -2.6676e-04    1.0799e-05   1
    5.8514e+02   -6.8919e-05   -2.2454e-04    1.7064e-05   1
ZYY SI units (ohms)
41
    1.1161e-04    8.2592e-02    1.1247e-01    9.4023e-03   1
    4.4643e-04    4.1147e-02   -2.3108e-02    1.5753e-02   1
    6.2500e-04   -2.3384e-02   -1.9739e-02    1.9439e-02   1
    1.2500e-03   -4.3057e-02    4.4503e-03    1.5034e-02   1
    2.2321e-03   -9.7686e-03   -5.0198e-03    1.9018e-04   1
    3.1250e-03   -8.8942e-03   -4.7189e-03    1.1956e-04   1
    4.4643e-03   -7.7775e-03   -4.6382e-03    1.3726e-04   1
    6.2500e-03   -6.8591e-03   -4.1130e-03    1.1247e-04   1
    8.9286e-03   -6.1022e-03   -3.7155e-03    1.4274e-04   1
    1.2500e-02   -5.3505e-03   -3.6319e-03    1.8289e-04   1
    1.7857e-02   -4.7846e-03   -3.9453e-03    3.7253e-04   1
    2.5000e-02   -4.3309e-03   -2.5120e-03    2.6260e-04   1
    3.5714e-02   -4.1268e-03   -2.0819e-03    2.8585e-04   1
    5.0000e-02   -3.9453e-03   -1.4881e-03    3.2911e-04   1
    7.1429e-02   -4.3051e-03   -2.2564e-03    5.3023e-04   1
    1.0000e-01   -5.3677e-03   -2.4061e-03    8.2438e-04   1
    1.4286e-01   -6.5862e-03   -4.2794e-03    1.0765e-03   1
    2.0000e-01   -5.2363e-03   -1.7425e-03    1.5062e-04   1
    2.8571e-01   -4.1296e-03   -2.0976e-03    1.7888e-04   1
    4.0000e-01   -2.9442e-03   -2.0784e-03    1.5088e-04   1
    5.7143e-01   -1.7227e-03   -2.2706e-03    1.4900e-04   1
    8.0000e-01   -1.2769e-03   -1.7089e-03    1.0534e-04   1
    1.1429e+00   -2.9415e-04   -1.4024e-03    1.3554e-04   1
    1.6000e+00   -5.0974e-04   -6.9574e-04    1.3411e-04   1
    2.2857e+00   -3.3984e-04   -1.0218e-03    1.9159e-04   1
    3.2000e+00   -1.5969e-04   -3.4183e-04    1.4620e-04   1
    4.5714e+00   -2.6790e-04   -5.9899e-04    2.2665e-04   1
    6.4000e+00   -4.8984e-04   -3.8736e-04    2.0562e-04   1
    9.1429e+00   -1.8578e-04   -8.9427e-05    1.9307e-04   1
    1.2800e+01   -1.6000e-04   -1.3589e-04    8.9623e-05   1
    1.8286e+01   -9.1146e-05   -2.0995e-04    5.7103e-05   1
    2.5600e+01   -2.2521e-05   -1.6867e-04    3.8667e-05   1
    3.6571e+01   -2.4979e-05   -1.1609e-04    3.4373e-05   1
    5.1200e+01   -6.1047e-06   -8.5634e-05    2.7287e-05   1
    7.3143e+01    9.5660e-06   -9.6663e-05    2.7334e-05   1
    1.0240e+02    1.1122e-06   -5.6393e-05    2.7934e-05   1
    1.4629e+02    5.8900e-06   -5.2016e-05    3.2940e-05   1
    2.0480e+02    4.3155e-05   -2.4995e-05    3.0657e-05   1
    2.9257e+02    4.5905e-05   -4.5052e-05    1.6043e-05   1
    4.0960e+02    5.0460e-05   -9.2199e-06    1.2970e-05   1
    5.8514e+02    4.6372e-05   -1.4651e-05    2.1609e-05   1
TZX
41
    1.1161e-04    3.2942e-02   -1.0711e-02    6.6011e-03   1
    4.4643e-04    5.4332e-02    3.7609e-02    8.3381e-03   1
    6.2500e-04    2.5455e-02    1.1337e-02    8.0397e-03   1
    1.2500e-03    5.9186e-03    1.5210e-02    8.2559e-03   1
    2.2321e-03   -8.2832e-03    1.7288e-02    1.4921e-03   1
    3.1250e-03   -2.2363e-02    4.3669e-02    1.3434e-03   1
    4.4643e-03    6.2009e-03    1.7190e-02    2.1696e-03   1
    6.2500e-03   -1.1482e-04    1.4715e-02    1.5490e-03   1
    8.9286e-03   -1.4171e-04    8.4346e-03    1.5562e-03   1
    1.2500e-02   -1.9313e-02    1.4378e-02    2.4253e-03   1
    1.7857e-02   -2.5347e-03    1.4925e-02    5.6739e-03   1
    2.5000e-02    2.2209e-03    5.5186e-04    3.5012e-03   1
    3.5714e-02    1.5804e-03    3.3732e-04    2.6871e-03   1
    5.0000e-02    3.2532e-03    7.7293e-04    2.0152e-03   1
    7.1429e-02    5.1888e-03    2.3951e-03    3.5985e-03   1
    1.0000e-01   -8.8972e-03   -1.3791e-03    6.6703e-03   1
    1.4286e-01   -9.5144e-03   -1.5369e-03    1.4071e-02   1
    2.0000e-01   -2.1128e-02    6.9489e-03    4.7650e-03   1
    2.8571e-01   -2.8847e-02    8.2557e-03    5.5491e-03   1
    4.0000e-01   -3.8632e-02    2.4217e-03    5.0544e-03   1
    5.7143e-01   -2.8948e-02   -4.6468e-03    5.3641e-03   1
    8.0000e-01   -1.2231e-02    4.8232e-03    4.8957e-03   1
    1.1429e+00   -7.9827e-03   -4.0357e-03    7.4096e-03   1
    1.6000e+00   -4.6823e-03   -7.7617e-03    6.0024e-03   1
    2.2857e+00   -2.5932e-03   -8.2094e-03    1.0323e-02   1
    3.2000e+00   -1.2500e-02   -7.1364e-03    1.0604e-02   1
    4.5714e+00   -6.4241e-03   -3.1072e-02    2.1035e-02   1
    6.4000e+00    4.9038e-03    8.5209e-04    1.4107e-02   1
    9.1429e+00    1.9420e-03   -3.5782e-02    1.0418e-02   1
    1.2800e+01   -3.5682e-03   -5.2526e-02    5.5384e-03   1
    1.8286e+01    1.1035e-02   -7.7377e-02    3.4781e-03   1
    2.5600e+01    4.1816e-02   -9.5167e-02    1.7546e-03   1
    3.6571e+01    8.2802e-02   -1.0539e-01    1.9238e-03   1
    5.1200e+01    1.2270e-01   -9.4416e-02    1.6004e-03   1
    7.3143e+01    1.4733e-01   -7.3906e-02    2.0035e-03   1
    1.0240e+02    1.5894e-01   -5.6747e-02    4.4245e-03   1
    1.4629e+02    1.5955e-01   -3.4310e-02    8.7658e-03   1
    2.0480e+02    1.5912e-01   -1.6996e-02    1.0707e-02   1
    2.9257e+02    1.5086e-01   -2.0391e-02    4.5237e-03   1
    4.0960e+02    1.6642e-01   -2.9414e-02    4.5685e-03   1
    5.8514e+02    1.7860e-01   -3.5474e-02    7.9638e-03   1
TZY
41
    1.1161e-04   -9.8912e-03    1.2070e-02    5.3903e-03   1
    4.4643e-04    6.6069e-03   -2.9212e-03    8.5951e-03   1
    6.2500e-04   -2.5850e-02    2.3413e-03    7.4010e-03   1
    1.2500e-03   -3.3746e-02   -9.9077e-03    4.8002e-03   1
    2.2321e-03   -2.9738e-02   -4.6497e-03    4.0050e-04   1
    3.1250e-03   -2.7657e-02   -3.3055e-03    4.2960e-04   1
    4.4643e-03   -2.2353e-02   -4.4548e-03    5.6685e-04   1
    6.2500e-03   -2.0255e-02   -3.9146e-03    5.4720e-04   1
    8.9286e-03   -1.9993e-02   -2.4817e-03    7.8664e-04   1
    1.2500e-02   -1.6778e-02   -3.5389e-03    1.5466e-03   1
    1.7857e-02   -1.2006e-02   -8.0665e-03    4.7737e-03   1
    2.5000e-02   -2.1995e-02    6.3204e-03    3.6059e-03   1
    3.5714e-02   -2.3330e-02    9.0500e-03    2.6285e-03   1
    5.0000e-02   -2.9434e-02    6.9998e-03    2.6958e-03   1
    7.1429e-02   -4.1522e-02    4.3711e-03    5.2985e-03   1
    1.0000e-01   -3.0003e-02    1.0153e-03    8.8212e-03   1
    1.4286e-01   -4.8317e-02   -2.0660e-02    1.4347e-02   1
    2.0000e-01   -1.5892e-02   -2.4415e-02    4.8214e-03   1
    2.8571e-01   -7.4504e-03   -2.7732e-02    5.6466e-03   1
    4.0000e-01   -3.9698e-03   -3.0268e-02    5.0467e-03   1
    5.7143e-01    8.6761e-03   -2.2467e-02    5.1263e-03   1
    8.0000e-01    9.1163e-03   -1.0184e-02    4.1601e-03   1
    1.1429e+00    4.0713e-03   -3.1477e-03    6.4163e-03   1
    1.6000e+00    3.4800e-03    2.5080e-03    6.1551e-03   1
    2.2857e+00    6.4358e-04    1.6297e-02    9.5582e-03   1
    3.2000e+00    6.4644e-03    1.2430e-02    7.3411e-03   1
    4.5714e+00    1.9604e-02    1.9108e-02    1.1925e-02   1
    6.4000e+00   -1.1831e-02    1.2646e-02    1.2593e-02   1
    9.1429e+00    1.5821e-02    3.6351e-02    1.2027e-02   1
    1.2800e+01   -2.8302e-03    4.1819e-02    7.1157e-03   1
    1.8286e+01   -1.2240e-02    5.7862e-02    4.9920e-03   1
    2.5600e+01   -3.5192e-02    6.5284e-02    3.9688e-03   1
